"chr"	"starts"	"ends"	"genes"
"526"	"chr1"	39884261	39884262	"TRIT1"
"527"	"chr1"	39884261	39884262	"TRIT1"
"528"	"chr1"	39884261	39884262	"TRIT1"
"529"	"chr1"	39884261	39884262	"TRIT1"
"530"	"chr1"	39884261	39884262	"TRIT1"
"531"	"chr1"	39884261	39884262	"TRIT1"
"532"	"chr1"	39884261	39884262	"TRIT1"
"533"	"chr1"	39884261	39884262	"TRIT1"
"534"	"chr1"	39884261	39884262	"TRIT1"
"535"	"chr1"	39884261	39884262	"TRIT1"
"536"	"chr1"	39884261	39884262	"TRIT1"
"537"	"chr1"	39884261	39884262	"TRIT1"
"538"	"chr1"	248296328	248296329	"OR2T12"
"539"	"chr1"	40375382	40375383	"SMAP2"
"540"	"chr1"	40394094	40394095	"SMAP2"
"541"	"chr1"	40397549	40397550	"SMAP2"
"542"	"chr1"	40693011	40693012	"NFYC.AS1"
"543"	"chr1"	40739585	40739586	"NFYC"
"544"	"chr1"	41015339	41015340	"SLFNL1.AS1"
"545"	"chr1"	10982787	10982788	"C1orf127"
"546"	"chr1"	41162182	41162183	"SCMH1"
"547"	"chr1"	41376419	41376420	"LOC101929901"
"548"	"chr1"	42335965	42335966	"FOXJ3"
"549"	"chr1"	42457017	42457018	"ZMYND12"
"550"	"chr1"	42457090	42457091	"PPCS"
"551"	"chr1"	42457090	42457091	"PPCS"
"552"	"chr1"	42457243	42457244	"PPCS"
"553"	"chr1"	42457243	42457244	"PPCS"
"554"	"chr1"	42457243	42457244	"PPCS"
"555"	"chr1"	42457243	42457244	"PPCS"
"556"	"chr1"	42457243	42457244	"PPCS"
"557"	"chr1"	23744115	23744116	"ELOA"
"558"	"chr1"	23425498	23425499	"TCEA3"
"559"	"chr1"	161160249	161160250	"USP21"
"560"	"chr1"	42785645	42785646	"LOC105378683"
"561"	"chr1"	152879071	152879072	"SMCP"
"562"	"chr1"	42847322	42847323	"ZNF691"
"563"	"chr1"	42858371	42858372	"LOC339539"
"564"	"chr1"	42959798	42959799	"SLC2A1.AS1"
"565"	"chr1"	43172462	43172463	"MIR6733"
"566"	"chr1"	43173079	43173080	"CFAP57"
"567"	"chr1"	43173079	43173080	"CFAP57"
"568"	"chr1"	212415636	212415637	"PACC1"
"569"	"chr1"	229509091	229509092	"NUP133"
"570"	"chr1"	43368824	43368825	"ELOVL1"
"571"	"chr1"	43365465	43365466	"MIR6734"
"572"	"chr1"	210329651	210329652	"HHAT"
"573"	"chr1"	43449394	43449395	"SZT2.AS1"
"574"	"chr1"	43449288	43449289	"MIR6735"
"575"	"chr1"	43454739	43454740	"HYI"
"576"	"chr1"	43708091	43708092	"KDM4A.AS1"
"577"	"chr1"	94238334	94238335	"ARHGAP29"
"578"	"chr1"	43728093	43728094	"LOC101929592"
"579"	"chr1"	43839371	43839372	"MIR6079"
"580"	"chr1"	43980685	43980686	"B4GALT2"
"581"	"chr1"	43992345	43992346	"CCDC24"
"582"	"chr1"	43992596	43992597	"CCDC24"
"583"	"chr1"	43992596	43992597	"CCDC24"
"584"	"chr1"	44356029	44356030	"ERI3"
"585"	"chr1"	44356029	44356030	"ERI3"
"586"	"chr1"	44356029	44356030	"ERI3"
"587"	"chr1"	44245033	44245034	"ERI3.IT1"
"588"	"chr1"	44245033	44245034	"ERI3.IT1"
"589"	"chr1"	44253309	44253310	"SNORA110"
"590"	"chr1"	44546242	44546243	"MIR5584"
"591"	"chr1"	44675358	44675359	"TMEM53"
"592"	"chr1"	44671806	44671807	"SNORD145"
"593"	"chr1"	44722651	44722652	"RNU5F.1"
"594"	"chr1"	44731918	44731919	"RNU5D.1"
"595"	"chr1"	44762784	44762785	"SNORD160"
"596"	"chr1"	44776614	44776615	"SNORD55"
"597"	"chr1"	44777241	44777242	"SNORD46"
"598"	"chr1"	44778591	44778592	"SNORD38A"
"599"	"chr1"	44779139	44779140	"SNORD38B"
"600"	"chr1"	204197241	204197242	"KISS1"
"601"	"chr1"	45304659	45304660	"LINC01144"
"602"	"chr1"	45551532	45551533	"AKR1A1"
"603"	"chr1"	45647435	45647436	"RPS15AP10"
"604"	"chr1"	26318707	26318708	"CD52"
"605"	"chr1"	160082287	160082288	"KCNJ9"
"606"	"chr1"	111989905	111989906	"KCND3"
"607"	"chr1"	203008116	203008117	"TMEM183A"
"608"	"chr1"	24414532	24414533	"STPG1"
"609"	"chr1"	46134120	46134121	"LOC101929626"
"610"	"chr1"	1232986	1232987	"B3GALT6"
"611"	"chr1"	202160741	202160742	"PTPN7"
"612"	"chr1"	46340926	46340927	"NSUN4"
"613"	"chr1"	46340926	46340927	"NSUN4"
"614"	"chr1"	46340926	46340927	"NSUN4"
"615"	"chr1"	46450454	46450455	"LINC01398"
"616"	"chr1"	46539445	46539446	"MKNK1.AS1"
"617"	"chr1"	46551965	46551966	"KNCN"
"618"	"chr1"	18481679	18481680	"KLHDC7A"
"619"	"chr1"	35719634	35719635	"C1orf216"
"620"	"chr1"	40532386	40532387	"ZNF684"
"621"	"chr1"	46615883	46615884	"MOB3C"
"622"	"chr1"	46666628	46666629	"ATPAF1"
"623"	"chr1"	46666628	46666629	"ATPAF1"
"624"	"chr1"	46669177	46669178	"ATPAF1"
"625"	"chr1"	46674785	46674786	"EFCAB14.AS1"
"626"	"chr1"	46674785	46674786	"EFCAB14.AS1"
"627"	"chr1"	32223121	32223122	"TMEM234"
"628"	"chr1"	46901225	46901226	"CYP4Z2P"
"629"	"chr1"	46962113	46962114	"CYP4X1"
"630"	"chr1"	47179999	47180000	"LINC00853"
"631"	"chr1"	77760629	77760630	"USP33"
"632"	"chr1"	92793160	92793161	"EVI5"
"633"	"chr1"	47438067	47438068	"LINC01389"
"634"	"chr1"	48183178	48183179	"SKINT1L"
"635"	"chr1"	66925606	66925607	"WDR78"
"636"	"chr1"	76075495	76075496	"ST6GALNAC3"
"637"	"chr1"	76075495	76075496	"ST6GALNAC3"
"638"	"chr1"	84078828	84078829	"PRKACB"
"639"	"chr1"	48472958	48472959	"SPATA6"
"640"	"chr1"	205505418	205505419	"CDK18"
"641"	"chr1"	205357672	205357673	"KLHDC8A"
"642"	"chr1"	204829401	204829402	"NFASC"
"643"	"chr1"	49258160	49258161	"LOC101929721"
"644"	"chr1"	49472835	49472836	"AGBL4.IT1"
"645"	"chr1"	43708285	43708286	"ST3GAL3"
"646"	"chr1"	26159828	26159829	"FAM110D"
"647"	"chr1"	50969444	50969445	"CDKN2C"
"648"	"chr1"	51060586	51060587	"MIR4421"
"649"	"chr1"	51060767	51060768	"MIR6500"
"650"	"chr1"	51235846	51235847	"LINC01562"
"651"	"chr1"	103109272	103109273	"COL11A1"
"652"	"chr1"	51330403	51330404	"TTC39A.AS1"
"653"	"chr1"	225778562	225778563	"SRP9"
"654"	"chr1"	173868741	173868742	"GAS5"
"655"	"chr1"	51878790	51878791	"NRDC"
"656"	"chr1"	51879687	51879688	"NRDC"
"657"	"chr1"	111140972	111140973	"CEPT1"
"658"	"chr1"	52056921	52056922	"TXNDC12"
"659"	"chr1"	52056921	52056922	"TXNDC12"
"660"	"chr1"	52051667	52051668	"TXNDC12.AS1"
"661"	"chr1"	52056934	52056935	"BTF3L4"
"662"	"chr1"	52056934	52056935	"BTF3L4"
"663"	"chr1"	52922524	52922525	"ECHDC2"
"664"	"chr1"	37691279	37691280	"C1orf109"
"665"	"chr1"	53239359	53239360	"LOC100507564"
"666"	"chr1"	53328982	53328983	"LINC01771"
"667"	"chr1"	53440770	53440771	"SLC25A3P1"
"668"	"chr1"	53946573	53946574	"HSPB11"
"669"	"chr1"	54054828	54054829	"MIR4781"
"670"	"chr1"	46942226	46942227	"CYP4A11"
"671"	"chr1"	54200851	54200852	"CYB5RL"
"672"	"chr1"	153978424	153978425	"JTB"
"673"	"chr1"	54237192	54237193	"SSBP3.AS1"
"674"	"chr1"	54642489	54642490	"MROH7"
"675"	"chr1"	54642489	54642490	"MROH7"
"676"	"chr1"	54642489	54642490	"MROH7"
"677"	"chr1"	54642489	54642490	"MROH7.TTC4"
"678"	"chr1"	54642489	54642490	"MROH7.TTC4"
"679"	"chr1"	54642489	54642490	"MROH7.TTC4"
"680"	"chr1"	33037661	33037662	"AK2"
"681"	"chr1"	171782409	171782410	"EEF1AKNMT"
"682"	"chr1"	55216157	55216158	"LOC100507634"
"683"	"chr1"	55218610	55218611	"MIR4422HG"
"684"	"chr1"	55226390	55226391	"MIR4422"
"685"	"chr1"	55945713	55945714	"LINC01753"
"686"	"chr1"	55945836	55945837	"LINC01755"
"687"	"chr1"	56415712	56415713	"LINC01767"
"688"	"chr1"	56646068	56646069	"LOC101929935"
"689"	"chr1"	58785900	58785901	"LINC01135"
"690"	"chr1"	58785900	58785901	"LINC01135"
"691"	"chr1"	58785900	58785901	"LINC01135"
"692"	"chr1"	59021225	59021226	"LINC01358"
"693"	"chr1"	59147557	59147558	"HSD52"
"694"	"chr1"	59734046	59734047	"MIR4711"
"695"	"chr1"	59773544	59773545	"LOC101926944"
"696"	"chr1"	60623435	60623436	"LINC01748"
"697"	"chr1"	60826334	60826335	"LOC101926964"
"698"	"chr1"	60971526	60971527	"NFIA.AS2"
"699"	"chr1"	60971526	60971527	"NFIA.AS2"
"700"	"chr1"	61254268	61254269	"NFIA.AS1"
"701"	"chr1"	61654991	61654992	"MGC34796"
"702"	"chr1"	61726173	61726174	"TM2D1"
"703"	"chr1"	61726173	61726174	"TM2D1"
"704"	"chr1"	61726173	61726174	"TM2D1"
"705"	"chr1"	62079535	62079536	"MIR3116.1"
"706"	"chr1"	62079606	62079607	"MIR3116.2"
"707"	"chr1"	28737689	28737690	"YTHDF2"
"708"	"chr1"	70355472	70355473	"ANKRD13C"
"709"	"chr1"	230427082	230427083	"PGBD5"
"710"	"chr1"	63011675	63011676	"LINC01739"
"711"	"chr1"	63012018	63012019	"LINC01739"
"712"	"chr1"	63013221	63013222	"LINC01739"
"713"	"chr1"	63318007	63318008	"LINC00466"
"714"	"chr1"	63327734	63327735	"MIR6068"
"715"	"chr1"	63524023	63524024	"ITGB3BP"
"716"	"chr1"	63524023	63524024	"ITGB3BP"
"717"	"chr1"	9692216	9692217	"PIK3CD"
"718"	"chr1"	63524023	63524024	"ITGB3BP"
"719"	"chr1"	63524023	63524024	"ITGB3BP"
"720"	"chr1"	63549729	63549730	"DLEU2L"
"721"	"chr1"	64112955	64112956	"ROR1.AS1"
"722"	"chr1"	64114541	64114542	"ROR1.AS1"
"723"	"chr1"	173670601	173670602	"ANKRD45"
"724"	"chr1"	64204372	64204373	"UBE2U"
"725"	"chr1"	32651682	32651683	"ZBTB8OS"
"726"	"chr1"	64506663	64506664	"CACHD1"
"727"	"chr1"	64580596	64580597	"MIR4794"
"728"	"chr1"	153566594	153566595	"S100A2"
"729"	"chr1"	153564637	153564638	"S100A2"
"730"	"chr1"	65003226	65003227	"LINC01359"
"731"	"chr1"	65058592	65058593	"MIR3671"
"732"	"chr1"	94238334	94238335	"ARHGAP29"
"733"	"chr1"	94248496	94248497	"ARHGAP29"
"734"	"chr1"	45551575	45551576	"AKR1A1"
"735"	"chr1"	65421465	65421466	"LEPROT"
"736"	"chr1"	66051468	66051469	"LOC101927139"
"737"	"chr1"	26068384	26068385	"TRIM63"
"738"	"chr1"	66629189	66629190	"MIR3117"
"739"	"chr1"	66925644	66925645	"MIER1"
"740"	"chr1"	66925644	66925645	"MIER1"
"741"	"chr1"	66925644	66925645	"MIER1"
"742"	"chr1"	244053954	244053955	"ZBTB18"
"743"	"chr1"	67308113	67308114	"IL12RB2"
"744"	"chr1"	67308113	67308114	"IL12RB2"
"745"	"chr1"	95234904	95234905	"RWDD3"
"746"	"chr1"	67833037	67833038	"GNG12.AS1"
"747"	"chr1"	68184360	68184361	"MIR1262"
"748"	"chr1"	68497425	68497426	"DEPDC1.AS1"
"749"	"chr1"	69056647	69056648	"LINC01707"
"750"	"chr1"	69434004	69434005	"LINC01758"
"751"	"chr1"	86397073	86397074	"ODF2L"
"752"	"chr1"	86397073	86397074	"ODF2L"
"753"	"chr1"	86396811	86396812	"ODF2L"
"754"	"chr1"	69920071	69920072	"PIN1P1"
"755"	"chr1"	53239268	53239269	"MAGOH"
"756"	"chr1"	77760602	77760603	"USP33"
"757"	"chr1"	48777719	48777720	"BEND5"
"758"	"chr1"	145242949	145242950	"PPIAL4D"
"759"	"chr1"	70707202	70707203	"LINC01788"
"760"	"chr1"	71047255	71047256	"ZRANB2.AS1"
"761"	"chr1"	228458609	228458610	"HIST3H2A"
"762"	"chr1"	71082073	71082074	"ZRANB2.AS2"
"763"	"chr1"	71837762	71837763	"NEGR1.IT1"
"764"	"chr1"	73306919	73306920	"LINC01360"
"765"	"chr1"	73306919	73306920	"LINC01360"
"766"	"chr1"	73675428	73675429	"LINC02238"
"767"	"chr1"	74198961	74198962	"FPGT"
"768"	"chr1"	74198961	74198962	"FPGT"
"769"	"chr1"	74198961	74198962	"FPGT.TNNI3K"
"770"	"chr1"	74513364	74513365	"LRRC53"
"771"	"chr1"	74578179	74578180	"ERICH3.AS1"
"772"	"chr1"	74590484	74590485	"ERICH3.AS1"
"773"	"chr1"	74734158	74734159	"CRYZ"
"774"	"chr1"	74734158	74734159	"CRYZ"
"775"	"chr1"	74733901	74733902	"TYW3"
"776"	"chr1"	74733927	74733928	"TYW3"
"777"	"chr1"	27672942	27672943	"IFI6"
"778"	"chr1"	93346656	93346657	"DR1"
"779"	"chr1"	168729956	168729957	"DPT"
"780"	"chr1"	113813226	113813227	"RSBN1"
"781"	"chr1"	75745763	75745764	"DLSTP1"
"782"	"chr1"	75786943	75786944	"RABGGTB"
"783"	"chr1"	75788638	75788639	"SNORD45A"
"784"	"chr1"	75790226	75790227	"SNORD45B"
"785"	"chr1"	76012073	76012074	"LOC101927342"
"786"	"chr1"	76780017	76780018	"LINC02567"
"787"	"chr1"	77060892	77060893	"MIR7156"
"788"	"chr1"	77780373	77780374	"MIGA1"
"789"	"chr1"	77780554	77780555	"MIGA1"
"790"	"chr1"	77780554	77780555	"MIGA1"
"791"	"chr1"	77780554	77780555	"MIGA1"
"792"	"chr1"	78230348	78230349	"MGC27382"
"793"	"chr1"	78650538	78650539	"IFI44"
"794"	"chr1"	78650538	78650539	"IFI44"
"795"	"chr1"	81558452	81558453	"LOC101927434"
"796"	"chr1"	82903932	82903933	"LINC01362"
"797"	"chr1"	82985672	82985673	"LINC01361"
"798"	"chr1"	82986958	82986959	"LINC01361"
"799"	"chr1"	83446803	83446804	"LINC01712"
"800"	"chr1"	83861746	83861747	"LINC01725"
"801"	"chr1"	83861296	83861297	"LOC101927560"
"802"	"chr1"	84299287	84299288	"SAMD13"
"803"	"chr1"	84303400	84303401	"SAMD13"
"804"	"chr1"	84409100	84409101	"DNASE2B"
"805"	"chr1"	84621781	84621782	"LINC01461"
"806"	"chr1"	84635770	84635771	"LINC01555"
"807"	"chr1"	156861628	156861629	"NTRK1"
"808"	"chr1"	88993710	88993711	"KYAT3"
"809"	"chr1"	85277107	85277108	"LOC646626"
"810"	"chr1"	85709183	85709184	"ZNHIT6"
"811"	"chr1"	86157221	86157222	"COL24A1"
"812"	"chr1"	86157221	86157222	"COL24A1"
"813"	"chr1"	86157221	86157222	"COL24A1"
"814"	"chr1"	86397092	86397093	"ODF2L"
"815"	"chr1"	86397092	86397093	"ODF2L"
"816"	"chr1"	169795789	169795790	"C1orf112"
"817"	"chr1"	169795789	169795790	"C1orf112"
"818"	"chr1"	169795789	169795790	"C1orf112"
"819"	"chr1"	86358437	86358438	"MIR7856"
"820"	"chr1"	86705243	86705244	"CLCA4.AS1"
"821"	"chr1"	86635025	86635026	"CLCA3P"
"822"	"chr1"	86705243	86705244	"CLCA4.AS1"
"823"	"chr1"	86705319	86705320	"SH3GLB1"
"824"	"chr1"	86705319	86705320	"SH3GLB1"
"825"	"chr1"	116560861	116560862	"MIR548AC"
"826"	"chr1"	85134543	85134544	"MIR4423"
"827"	"chr1"	87130514	87130515	"LINC01140"
"828"	"chr1"	87130514	87130515	"LINC01140"
"829"	"chr1"	87132675	87132676	"LINC01140"
"830"	"chr1"	87132675	87132676	"LINC01140"
"831"	"chr1"	87132675	87132676	"LINC01140"
"832"	"chr1"	87372405	87372406	"LINC01364"
"833"	"chr1"	88685954	88685955	"PKN2.AS1"
"834"	"chr1"	88993498	88993499	"KYAT3"
"835"	"chr1"	88993498	88993499	"KYAT3"
"836"	"chr1"	88993498	88993499	"KYAT3"
"837"	"chr1"	88993498	88993499	"KYAT3"
"838"	"chr1"	88993710	88993711	"KYAT3"
"839"	"chr1"	88993710	88993711	"KYAT3"
"840"	"chr1"	88993710	88993711	"KYAT3"
"841"	"chr1"	89023616	89023617	"GBP3"
"842"	"chr1"	89023616	89023617	"GBP3"
"843"	"chr1"	89023616	89023617	"GBP3"
"844"	"chr1"	89023616	89023617	"GBP3"
"845"	"chr1"	89291112	89291113	"LOC729930"
"846"	"chr1"	89364626	89364627	"GBP6"
"847"	"chr1"	89408428	89408429	"GBP1P1"
"848"	"chr1"	89633644	89633645	"LRRC8C.DT"
"849"	"chr1"	89995716	89995717	"GEMIN8P4"
"850"	"chr1"	90658499	90658500	"SNORD3G"
"851"	"chr1"	90852508	90852509	"LINC01763"
"852"	"chr1"	91022258	91022259	"ZNF644"
"853"	"chr1"	91023005	91023006	"ZNF644"
"854"	"chr1"	224435547	224435548	"WDR26"
"855"	"chr1"	91950120	91950121	"BRDT"
"856"	"chr1"	91950120	91950121	"BRDT"
"857"	"chr1"	91950120	91950121	"BRDT"
"858"	"chr1"	92832735	92832736	"RPL5"
"859"	"chr1"	92962272	92962273	"DIPK1A"
"860"	"chr1"	92838038	92838039	"SNORD21"
"861"	"chr1"	92841468	92841469	"SNORA66"
"862"	"chr1"	92877900	92877901	"DIPK1A"
"863"	"chr1"	92962272	92962273	"DIPK1A"
"864"	"chr1"	92962272	92962273	"DIPK1A"
"865"	"chr1"	93079984	93079985	"MTF2"
"866"	"chr1"	93079984	93079985	"MTF2"
"867"	"chr1"	93079984	93079985	"MTF2"
"868"	"chr1"	93346561	93346562	"CCDC18.AS1"
"869"	"chr1"	93592717	93592718	"LOC100129046"
"870"	"chr1"	197202253	197202254	"CRB1"
"871"	"chr1"	59297562	59297563	"FGGY"
"872"	"chr1"	59297562	59297563	"FGGY"
"873"	"chr1"	59297843	59297844	"FGGY"
"874"	"chr1"	1400085	1400086	"CCNL2"
"875"	"chr1"	1400085	1400086	"CCNL2"
"876"	"chr1"	1779566	1779567	"NADK"
"877"	"chr1"	94746650	94746651	"MIR378G"
"878"	"chr1"	224617066	224617067	"CNIH3"
"879"	"chr1"	94825242	94825243	"SLC44A3"
"880"	"chr1"	94926558	94926559	"CNN3"
"881"	"chr1"	94927973	94927974	"CNN3"
"882"	"chr1"	94928777	94928778	"LOC729970"
"883"	"chr1"	2195522	2195523	"FAAP20"
"884"	"chr1"	95234732	95234733	"LOC101928118"
"885"	"chr1"	95234732	95234733	"LOC101928118"
"886"	"chr1"	15154496	15154497	"TMEM51"
"887"	"chr1"	95319013	95319014	"LINC01760"
"888"	"chr1"	95352857	95352858	"LINC01650"
"889"	"chr1"	95475486	95475487	"LINC01761"
"890"	"chr1"	95510865	95510866	"LINC02607"
"891"	"chr1"	95510865	95510866	"LINC02607"
"892"	"chr1"	96374875	96374876	"LINC01787"
"893"	"chr1"	23692555	23692556	"RPL11"
"894"	"chr1"	96723387	96723388	"PTBP2"
"895"	"chr1"	97096672	97096673	"DPYD.AS1"
"896"	"chr1"	97797670	97797671	"DPYD.AS2"
"897"	"chr1"	97942490	97942491	"LINC01930"
"898"	"chr1"	98046101	98046102	"MIR2682"
"899"	"chr1"	98211460	98211461	"LINC01776"
"900"	"chr1"	99005025	99005026	"LOC100129620"
"901"	"chr1"	99265041	99265042	"PLPPR4"
"902"	"chr1"	99488554	99488555	"LINC01708"
"903"	"chr1"	99713703	99713704	"MIR548N"
"904"	"chr1"	159000725	159000726	"IFI16"
"905"	"chr1"	31764800	31764801	"ADGRB2"
"906"	"chr1"	183024169	183024170	"LAMC1"
"907"	"chr1"	100133899	100133900	"TRMT13"
"908"	"chr1"	100179023	100179024	"LRRC39"
"909"	"chr1"	100179023	100179024	"LRRC39"
"910"	"chr1"	100179023	100179024	"LRRC39"
"911"	"chr1"	100266924	100266925	"RTCA.AS1"
"912"	"chr1"	100266924	100266925	"RTCA.AS1"
"913"	"chr1"	100281990	100281991	"MIR553"
"914"	"chr1"	100647754	100647755	"LINC01349"
"915"	"chr1"	100895929	100895930	"EXTL2"
"916"	"chr1"	100895929	100895930	"EXTL2"
"917"	"chr1"	101026595	101026596	"LOC102606465"
"918"	"chr1"	101237278	101237279	"LOC101928370"
"919"	"chr1"	101324586	101324587	"LINC01307"
"920"	"chr1"	101847830	101847831	"OLFM3"
"921"	"chr1"	101997984	101997985	"OLFM3"
"922"	"chr1"	101997984	101997985	"OLFM3"
"923"	"chr1"	101997984	101997985	"OLFM3"
"924"	"chr1"	101872761	101872762	"DNAJA1P5"
"925"	"chr1"	144593617	144593618	"PPIAL4F"
"926"	"chr1"	145242949	145242950	"PPIAL4F"
"927"	"chr1"	144374409	144374410	"PPIAL4D"
"928"	"chr1"	144593617	144593618	"PPIAL4D"
"929"	"chr1"	175193526	175193527	"KIAA0040"
"930"	"chr1"	87332493	87332494	"LMO4"
"931"	"chr1"	103526261	103526262	"LOC101928436"
"932"	"chr1"	103526261	103526262	"LOC101928436"
"933"	"chr1"	103570153	103570154	"ACTG1P4"
"934"	"chr1"	104073772	104073773	"LOC100129138"
"935"	"chr1"	105619685	105619686	"LINC01676"
"936"	"chr1"	105619685	105619686	"LINC01676"
"937"	"chr1"	106029003	106029004	"LINC01677"
"938"	"chr1"	106818988	106818989	"LINC01661"
"939"	"chr1"	107148818	107148819	"NTNG1"
"940"	"chr1"	107897972	107897973	"MIR7852"
"941"	"chr1"	107965192	107965193	"VAV3.AS1"
"942"	"chr1"	108451031	108451032	"NBPF6"
"943"	"chr1"	202810220	202810221	"KDM5B"
"944"	"chr1"	22637511	22637512	"C1QA"
"945"	"chr1"	108857966	108857967	"SPATA42"
"946"	"chr1"	108857966	108857967	"SPATA42"
"947"	"chr1"	109100942	109100943	"SCARNA2"
"948"	"chr1"	114855612	114855613	"SYCP1"
"949"	"chr1"	109187298	109187299	"KIAA1324"
"950"	"chr1"	109214642	109214643	"SARS"
"951"	"chr1"	109214642	109214643	"SARS"
"952"	"chr1"	109484654	109484655	"ATXN7L2"
"953"	"chr1"	109494785	109494786	"CYB561D1"
"954"	"chr1"	109494828	109494829	"CYB561D1"
"955"	"chr1"	109494828	109494829	"CYB561D1"
"956"	"chr1"	109656825	109656826	"GSTM4"
"957"	"chr1"	109741788	109741789	"GSTM3"
"958"	"chr1"	229559457	229559458	"ABCB10"
"959"	"chr1"	169368547	169368548	"NME7"
"960"	"chr1"	225925000	225925001	"PYCR2"
"961"	"chr1"	110083437	110083438	"LINC01397"
"962"	"chr1"	175193526	175193527	"KIAA0040"
"963"	"chr1"	110210737	110210738	"LINC02586"
"964"	"chr1"	110339921	110339922	"RBM15.AS1"
"965"	"chr1"	110408558	110408559	"LAMTOR5.AS1"
"966"	"chr1"	110491008	110491009	"CYMP.AS1"
"967"	"chr1"	110672525	110672526	"KCNA3"
"968"	"chr1"	110674204	110674205	"KCNA3"
"969"	"chr1"	59310781	59310782	"FGGY"
"970"	"chr1"	110964694	110964695	"LRIF1"
"971"	"chr1"	53894936	53894937	"DIO1"
"972"	"chr1"	53894936	53894937	"DIO1"
"973"	"chr1"	111140966	111140967	"DRAM2"
"974"	"chr1"	111140966	111140967	"DRAM2"
"975"	"chr1"	111140966	111140967	"DRAM2"
"976"	"chr1"	111140966	111140967	"DRAM2"
"977"	"chr1"	111140966	111140967	"DRAM2"
"978"	"chr1"	111140966	111140967	"DRAM2"
"979"	"chr1"	111140966	111140967	"DRAM2"
"980"	"chr1"	111140966	111140967	"DRAM2"
"981"	"chr1"	111140966	111140967	"DRAM2"
"982"	"chr1"	111140966	111140967	"DRAM2"
"983"	"chr1"	111140966	111140967	"DRAM2"
"984"	"chr1"	111140966	111140967	"DRAM2"
"985"	"chr1"	111140966	111140967	"DRAM2"
"986"	"chr1"	111140966	111140967	"DRAM2"
"987"	"chr1"	111140966	111140967	"DRAM2"
"988"	"chr1"	111140966	111140967	"DRAM2"
"989"	"chr1"	111140966	111140967	"DRAM2"
"990"	"chr1"	111140966	111140967	"DRAM2"
"991"	"chr1"	111140966	111140967	"DRAM2"
"992"	"chr1"	111140966	111140967	"DRAM2"
"993"	"chr1"	111281273	111281274	"CHIAP2"
"994"	"chr1"	111347309	111347310	"PIFO"
"995"	"chr1"	111347309	111347310	"PIFO"
"996"	"chr1"	111390601	111390602	"PGCP1"
"997"	"chr1"	23016602	23016603	"TEX46"
"998"	"chr1"	89023616	89023617	"GBP3"
"999"	"chr1"	111564753	111564754	"TMIGD3"
"1000"	"chr1"	111609068	111609069	"LINC01160"
"1001"	"chr1"	111756547	111756548	"INKA2"
"1002"	"chr1"	111740590	111740591	"INKA2.AS1"
"1003"	"chr1"	111740590	111740591	"INKA2.AS1"
"1004"	"chr1"	111756259	111756260	"LOC101928718"
"1005"	"chr1"	111857655	111857656	"KCND3.IT1"
"1006"	"chr1"	111910406	111910407	"KCND3.AS1"
"1007"	"chr1"	111991285	111991286	"LINC01750"
"1008"	"chr1"	112462583	112462584	"MIR4256"
"1009"	"chr1"	112620168	112620169	"ST7L"
"1010"	"chr1"	112851393	112851394	"LINC01356"
"1011"	"chr1"	112924099	112924100	"AKR7A2P1"
"1012"	"chr1"	112957164	112957165	"SLC16A1.AS1"
"1013"	"chr1"	112957164	112957165	"SLC16A1.AS1"
"1014"	"chr1"	20120316	20120317	"PLA2G2D"
"1015"	"chr1"	113207003	113207004	"LOC643441"
"1016"	"chr1"	113760290	113760291	"PHTF1"
"1017"	"chr1"	113760290	113760291	"PHTF1"
"1018"	"chr1"	113760290	113760291	"PHTF1"
"1019"	"chr1"	113760290	113760291	"PHTF1"
"1020"	"chr1"	113760290	113760291	"PHTF1"
"1021"	"chr1"	113760290	113760291	"PHTF1"
"1022"	"chr1"	113760290	113760291	"PHTF1"
"1023"	"chr1"	113760290	113760291	"PHTF1"
"1024"	"chr1"	113760638	113760639	"PHTF1"
"1025"	"chr1"	113760290	113760291	"PHTF1"
"1026"	"chr1"	113760290	113760291	"PHTF1"
"1027"	"chr1"	113760290	113760291	"PHTF1"
"1028"	"chr1"	113760290	113760291	"PHTF1"
"1029"	"chr1"	113760290	113760291	"PHTF1"
"1030"	"chr1"	24644051	24644052	"SRRM1"
"1031"	"chr1"	113813361	113813362	"AP4B1.AS1"
"1032"	"chr1"	162632724	162632725	"DDR2"
"1033"	"chr1"	113857384	113857385	"AP4B1.AS1"
"1034"	"chr1"	113930008	113930009	"HIPK1.AS1"
"1035"	"chr1"	113930275	113930276	"HIPK1.AS1"
"1036"	"chr1"	113980140	113980141	"OLFML3"
"1037"	"chr1"	114153190	114153191	"SYT6"
"1038"	"chr1"	114154600	114154601	"SYT6"
"1039"	"chr1"	226310253	226310254	"LIN9"
"1040"	"chr1"	213051990	213051991	"RPS6KC1"
"1041"	"chr1"	115090250	115090251	"TSPAN2"
"1042"	"chr1"	115090250	115090251	"TSPAN2"
"1043"	"chr1"	115283783	115283784	"NGF.AS1"
"1044"	"chr1"	1422026	1422027	"ANKRD65"
"1045"	"chr1"	1422026	1422027	"ANKRD65"
"1046"	"chr1"	1659754	1659755	"CDK11B"
"1047"	"chr1"	115920125	115920126	"LINC01649"
"1048"	"chr1"	115978026	115978027	"LOC101928977"
"1049"	"chr1"	116419372	116419373	"ATP1A1.AS1"
